"MMSI","type","zone","entryTime","entryLatitude","entryLongitude","entryDraft","leaveTime","leaveLatitude","leaveLongitude","leaveDraft"
"316138000","Naval vessel","Newfoundland","1539316264","46.212715","-53.375837",,"1539316264","46.212715","-53.375837",
"240198000","Tanker","Newfoundland","1539322942","46.20445","-53.421717","15.0","1539322942","46.20445","-53.421717","15.0"
"636014344","Cargo ship","Japan","1539326943","41.63272","142.919413","10.6","1539326943","41.63272","142.919413","10.6"
"416497000","Cargo ship","Japan","1539341492","41.601238","142.982122","13.3","1539341492","41.601238","142.982122","13.3"
"357764000","Cargo ship","Japan","1539348640","41.58158","143.061982","12.9","1539348640","41.58158","143.061982","12.9"
"538090316","Tanker","Japan","1539354594","41.620455","142.942317","8.2","1539354594","41.620455","142.942317","8.2"
"355658000","Tanker","Japan","1539384145","41.628303","143.078453","8.2","1539384145","41.628303","143.078453","8.2"
"374466000","Cargo ship","Japan","1539390034","41.62678","143.042317","11.9","1539390034","41.62678","143.042317","11.9"
"353428000","Cargo ship","Japan","1539392092","41.605475","142.936377","14.1","1539392092","41.605475","142.936377","14.1"
"357735000","Cargo ship","Japan","1539422715","41.588017","142.978317","5.4","1539422715","41.588017","142.978317","5.4"
"273370920","Tanker","Japan","1539428286","41.630882","142.951562","6.8","1539428286","41.630882","142.951562","6.8"
"538007520","Ship","Newfoundland","1539468419","46.20377","-53.293368","4.2","1539468419","46.20377","-53.293368","4.2"
"566267000","Cargo ship","Japan","1539477783","41.633962","143.07904","14.5","1539477783","41.633962","143.07904","14.5"
"357347000","Cargo ship","Japan","1539520955","41.58155","143.027717","9.1","1539520955","41.58155","143.027717","9.1"
"477784000","Cargo ship","Japan","1539547912","41.615833","142.917367","10.7","1539547912","41.615833","142.917367","10.7"
"235108529","Tanker","Japan","1539555758","41.58181","143.035307","12.6","1539555758","41.58181","143.035307","12.6"
"249431000","Cargo ship","Japan","1539569453","41.617723","143.020158","8.0","1539569863","41.617958","143.054473","8.0"
"249431000","Cargo ship","Japan","1539569863","41.617958","143.054473","8.0","1539569863","41.617958","143.054473","8.0"
"247245200","Tanker","Newfoundland","1539625287","46.21475","-53.401758","8.0","1539625287","46.21475","-53.401758","8.0"
"636014644","Cargo ship","Japan","1539628616","41.62578","142.954482","9.7","1539628616","41.62578","142.954482","9.7"
"273423800","Fishing vessel","Japan","1539633249","41.60835","142.9653","7.5","1539633249","41.60835","142.9653","7.5"
"248134000","Cargo ship","Japan","1539648554","41.604467","142.976083","11.3","1539648554","41.604467","142.976083","11.3"
"257514000","Tanker","Japan","1539677918","41.575595","142.970948","11.7","1539677918","41.575595","142.970948","11.7"
"352620000","Cargo ship","Japan","1539694863","41.60893","143.030748","6.6","1539694863","41.60893","143.030748","6.6"
"355456000","Cargo ship","Japan","1539715033","41.616153","142.937998","6.5","1539715033","41.616153","142.937998","6.5"
"373119000","Cargo ship","Japan","1539722156","41.63725","143.07625","10.4","1539722156","41.63725","143.07625","10.4"
"538005672","Cargo ship","Japan","1539730523","41.629608","142.915497","9.7","1539730523","41.629608","142.915497","9.7"
"354848000","Cargo ship","Japan","1539740425","41.634258","142.976113","12.6","1539740425","41.634258","142.976113","12.6"
"431003159","Cargo ship","Japan","1539770551","41.521617","143.066547","4.5","1539770551","41.521617","143.066547","4.5"
"538007418","Cargo ship","Japan","1539771695","41.628545","142.932447","7.7","1539771695","41.628545","142.932447","7.7"
"636018168","Cargo ship","Japan","1539787932","41.617883","143.0714","8.2","1539787932","41.617883","143.0714","8.2"
"636018168","Cargo ship","Japan","1539788689","41.621117","143.006517","8.2","1539788689","41.621117","143.006517","8.2"
"316035891","Tanker","Newfoundland","1539823609","46.263483","-53.264723","9.3","1539823609","46.263483","-53.264723","9.3"
"636018270","Cargo ship","Japan","1539842482","41.617842","143.052188","10.7","1539842482","41.617842","143.052188","10.7"
"538005654","Tanker","Japan","1539849003","41.618352","143.071098","12.1","1539849003","41.618352","143.071098","12.1"
"538005654","Tanker","Japan","1539851324","41.60996","142.920343","12.1","1539851324","41.60996","142.920343","12.1"
"235010450","Cargo ship","Japan","1539860921","41.626717","142.933","12.5","1539860921","41.626717","142.933","12.5"
"538090526","Cargo ship","Japan","1539861396","41.546508","143.019825","10.5","1539861396","41.546508","143.019825","10.5"
"229666000","Cargo ship","Japan","1539876010","41.59169","143.011998","10.3","1539876010","41.59169","143.011998","10.3"
"354493000","Cargo ship","Japan","1539894224","41.603657","142.985432","7.0","1539894224","41.603657","142.985432","7.0"
"355658000","Tanker","Japan","1539901525","41.559253","143.06004","9.8","1539901525","41.559253","143.06004","9.8"
"354676000","Cargo ship","Japan","1539901627","41.619023","143.015308","11.4","1539901627","41.619023","143.015308","11.4"
"229004000","Tanker","Newfoundland","1539915928","46.248467","-53.327952","7.6","1539915928","46.248467","-53.327952","7.6"
"257326000","Tanker","Japan","1539976820","41.616397","142.945432","11.4","1539976820","41.616397","142.945432","11.4"
"356779000","Cargo ship","Japan","1539984051","41.614842","142.983497","6.5","1539984051","41.614842","142.983497","6.5"
"356779000","Cargo ship","Japan","1539984725","41.616807","143.041455","6.5","1539984725","41.616807","143.041455","6.5"
"351787000","Cargo ship","Japan","1540041321","41.562872","142.98072","17.5","1540041321","41.562872","142.98072","17.5"
"371427000","Cargo ship","Japan","1540102125","41.62444","143.006833","9.1","1540102125","41.62444","143.006833","9.1"
"219676000","Tanker","Newfoundland","1540107769","46.267965","-53.399012","9.3","1540107769","46.267965","-53.399012","9.3"
"416005571","Fishing vessel","Japan","1540110573","41.526608","143.041462",,"1540110573","41.526608","143.041462",
"248934000","Cargo ship","Japan","1540118420","41.63029","142.920875","10.2","1540118420","41.63029","142.920875","10.2"
"309805000","Cargo ship","Japan","1540172201","41.606987","143.001653","11.7","1540172201","41.606987","143.001653","11.7"
"477289800","Cargo ship","Japan","1540192616","41.520783","142.976513","6.1","1540192616","41.520783","142.976513","6.1"
"316036463","Tanker","Newfoundland","1540212371","46.283953","-53.339013","13.5","1540212371","46.283953","-53.339013","13.5"
"356958000","Tanker","Japan","1540222557","41.623333","142.913933","11.4","1540222557","41.623333","142.913933","11.4"
"245299000","Cargo ship","Japan","1540224464","41.593872","143.069238","9.0","1540224464","41.593872","143.069238","9.0"
"353544000","Cargo ship","Japan","1540244681","41.585933","142.994033","6.8","1540244681","41.585933","142.994033","6.8"
"636092604","Cargo ship","Japan","1540254041","41.519517","143.0482","11.6","1540254041","41.519517","143.0482","11.6"
"477444300","Cargo ship","Japan","1540257777","41.538982","142.920743","12.1","1540257777","41.538982","142.920743","12.1"
"477444300","Cargo ship","Japan","1540258756","41.535332","143.000335","12.1","1540258756","41.535332","143.000335","12.1"
"351248000","Cargo ship","Japan","1540271882","41.619998","143.065555","12.6","1540271882","41.619998","143.065555","12.6"
"538006751","Cargo ship","Japan","1540287979","41.614993","142.993848","6.7","1540287979","41.614993","142.993848","6.7"
"371582000","Cargo ship","Japan","1540291233","41.606375","142.958245","14.0","1540291233","41.606375","142.958245","14.0"
"431006887","Tanker","Japan","1540294692","41.562568","142.951072","5.3","1540294692","41.562568","142.951072","5.3"
"636092814","Cargo ship","Japan","1540300640","41.615962","142.977412","13.5","1540300640","41.615962","142.977412","13.5"
"370633000","Cargo ship","Japan","1540329646","41.63175","143.000813","11.2","1540329646","41.63175","143.000813","11.2"
"477764600","Cargo ship","Japan","1540337594","41.631442","143.065878","14.8","1540337594","41.631442","143.065878","14.8"
"431006523","Cargo ship","Japan","1540377150","41.60066","143.050828","3.6","1540377150","41.60066","143.050828","3.6"
"373557000","Cargo ship","Japan","1540377628","41.601452","143.016312","5.5","1540377628","41.601452","143.016312","5.5"
"431002261","Tanker","Japan","1540381096","41.558837","142.944902","6.5","1540381096","41.558837","142.944902","6.5"
"311061600","Cargo ship","Japan","1540399649","41.628535","142.985873","12.5","1540399649","41.628535","142.985873","12.5"
"538003558","Cargo ship","Japan","1540403995","41.639468","142.97645","17.7","1540403995","41.639468","142.97645","17.7"
"431006523","Cargo ship","Japan","1540481056","41.600518","142.929117","2.5","1540481056","41.600518","142.929117","2.5"
"538003998","Cargo ship","Japan","1540486639","41.586002","142.914963","8.2","1540486639","41.586002","142.914963","8.2"
"636018469","Tanker","Japan","1540488080","41.620417","142.94067","7.6","1540488080","41.620417","142.94067","7.6"
"636018469","Tanker","Japan","1540489310","41.625702","143.065902","7.6","1540489310","41.625702","143.065902","7.6"
"538006047","Tanker","Japan","1540490956","41.573003","142.94142","8.7","1540490956","41.573003","142.94142","8.7"
"316035893","Tanker","Newfoundland","1540528148","46.229793","-53.3379","9.3","1540528148","46.229793","-53.3379","9.3"
"431000572","Cargo ship","Japan","1540548544","41.50887","143.014297","4.5","1540548544","41.50887","143.014297","4.5"
"431007841","Cargo ship","Japan","1540562812","41.607293","143.048528","3.6","1540562812","41.607293","143.048528","3.6"
"477035100","Cargo ship","Japan","1540583891","41.625468","143.027052","6.0","1540583891","41.625468","143.027052","6.0"
"319875000","Cargo ship","Japan","1540609948","41.61711","143.012395","7.0","1540609948","41.61711","143.012395","7.0"
"538006951","Cargo ship","Japan","1540616546","41.61984","143.065822","6.5","1540616546","41.61984","143.065822","6.5"
"538005193","Cargo ship","Japan","1540641261","41.610217","143.035467","11.8","1540641261","41.610217","143.035467","11.8"
"373299000","Cargo ship","Japan","1540655502","41.624622","143.019783","13.1","1540655502","41.624622","143.019783","13.1"
"538002634","Cargo ship","Japan","1540674198","41.62891","142.97914","13.4","1540674198","41.62891","142.97914","13.4"
"636012807","Cargo ship","Japan","1540686783","41.596333","142.9905","12.4","1540686783","41.596333","142.9905","12.4"
"431006523","Cargo ship","Japan","1540697645","41.629572","142.930468","3.6","1540697645","41.629572","142.930468","3.6"
"373607000","Cargo ship","Japan","1540713712","41.595867","142.932653","6.0","1540713712","41.595867","142.932653","6.0"
"538003440","Tanker","Japan","1540724327","41.546243","142.936443","10.8","1540724327","41.546243","142.936443","10.8"
"538003440","Tanker","Japan","1540726278","41.53645","142.946052","10.8","1540726278","41.53645","142.946052","10.8"
"538003440","Tanker","Japan","1540728878","41.521363","142.955782","10.8","1540728878","41.521363","142.955782","10.8"
"636014344","Cargo ship","Japan","1540751002","41.627797","143.012242","13.4","1540751002","41.627797","143.012242","13.4"
"311064300","Cargo ship","Newfoundland","1540770272","46.307133","-53.432042","7.3","1540770272","46.307133","-53.432042","7.3"
"316035891","Tanker","Newfoundland","1540773944","46.259277","-53.283187","9.3","1540773944","46.259277","-53.283187","9.3"
"477293100","Cargo ship","Japan","1540776990","41.630047","143.061627","14.0","1540776990","41.630047","143.061627","14.0"
"374816000","Tanker","Japan","1540777372","41.61179","142.929648","11.3","1540777372","41.61179","142.929648","11.3"
"257351000","Tanker","Japan","1540778606","41.637367","142.93466","8.5","1540778606","41.637367","142.93466","8.5"
"316036463","Tanker","Newfoundland","1540781819","46.26762","-53.431933","9.4","1540781819","46.26762","-53.431933","9.4"
"316036463","Tanker","Newfoundland","1540784390","46.267067","-53.309603","9.4","1540784390","46.267067","-53.309603","9.4"
"538004980","Tanker","Japan","1540804451","41.519453","142.949527","9.6","1540804451","41.519453","142.949527","9.6"
"538004980","Tanker","Japan","1540804865","41.517622","143.00035","9.6","1540804865","41.517622","143.00035","9.6"
"311000205","Cargo ship","Japan","1540807705","41.620132","143.02087","6.1","1540807705","41.620132","143.02087","6.1"
"316035893","Tanker","Newfoundland","1540852468","46.237817","-53.28868","9.3","1540852468","46.237817","-53.28868","9.3"
"255806154","Tanker","Japan","1540853323","41.608877","142.971032","12.2","1540853323","41.608877","142.971032","12.2"
"431101139","Cargo ship","Japan","1540857592","41.545192","142.957915","6.7","1540857592","41.545192","142.957915","6.7"
"245020000","Cargo ship","Newfoundland","1540876228","46.273373","-53.37313","6.9","1540876228","46.273373","-53.37313","6.9"
"311000424","Cargo ship","Japan","1540986431","41.59944","143.044437","6.5","1540986431","41.59944","143.044437","6.5"
"373693000","Cargo ship","Japan","1541020071","41.630145","143.016377","10.4","1541020071","41.630145","143.016377","10.4"
"538006630","Cargo ship","Japan","1541026478","41.58164","143.033115","10.6","1541026478","41.58164","143.033115","10.6"
"538002013","Cargo ship","Japan","1541079900","41.583867","143.082883","11.9","1541079900","41.583867","143.082883","11.9"
"431000592","Tanker","Japan","1541083457","41.639523","142.937573","6.7","1541083457","41.639523","142.937573","6.7"
"538007546","Cargo ship","Japan","1541083732","41.624247","143.078612","14.0","1541083732","41.624247","143.078612","14.0"
"431602142","Tanker","Japan","1541083800","41.509333","142.99535","6.6","1541083800","41.509333","142.99535","6.6"
"538008025","Cargo ship","Japan","1541088184","41.634713","143.053043","7.4","1541088184","41.634713","143.053043","7.4"
"376746000","Cargo ship","Japan","1541090846","41.590542","142.93165","5.9","1541090846","41.590542","142.93165","5.9"
"235010450","Cargo ship","Japan","1541101885","41.616133","143.0121","12.6","1541101885","41.616133","143.0121","12.6"
"258005000","Cargo ship","Japan","1541106082","41.630943","143.034185","8.7","1541106082","41.630943","143.034185","8.7"
"316036463","Tanker","Newfoundland","1541108828","46.27942","-53.27562","14.9","1541108828","46.27942","-53.27562","14.9"
"316035891","Tanker","Newfoundland","1541119134","46.255313","-53.318683","14.2","1541119134","46.255313","-53.318683","14.2"
"371842000","Cargo ship","Japan","1541121631","41.634617","142.95685","13.7","1541121631","41.634617","142.95685","13.7"
"316035893","Tanker","Newfoundland","1541136475","46.230267","-53.37068","9.3","1541136475","46.230267","-53.37068","9.3"
"316035893","Tanker","Newfoundland","1541138944","46.23375","-53.290323","9.3","1541138944","46.23375","-53.290323","9.3"
"431010869","Cargo ship","Japan","1541162978","41.611662","143.004928",,"1541162978","41.611662","143.004928",
"636018168","Cargo ship","Japan","1541174983","41.617717","142.954333","8.9","1541174983","41.617717","142.954333","8.9"
"477612900","Cargo ship","Japan","1541201404","41.593083","142.923588","10.2","1541201404","41.593083","142.923588","10.2"
"303584000","Cargo ship","Japan","1541205601","41.610573","142.949523","9.6","1541205601","41.610573","142.949523","9.6"
"431004914","Tanker","Japan","1541207900","41.626063","142.995288","4.7","1541207900","41.626063","142.995288","4.7"
"256396000","Tanker","Newfoundland","1541217404","46.251833","-53.364333","11.2","1541217404","46.251833","-53.364333","11.2"
"477189300","Cargo ship","Japan","1541235272","41.627047","143.051647","12.5","1541235272","41.627047","143.051647","12.5"
"538008124","Tanker","Japan","1541240165","41.63203","142.962895","11.4","1541240165","41.63203","142.962895","11.4"
"273816020","Cargo ship","Japan","1541264300","41.6138","142.967233","7.6","1541264300","41.6138","142.967233","7.6"
"316036463","Tanker","Newfoundland","1541271400","46.262313","-53.318343","14.9","1541271400","46.262313","-53.318343","14.9"
"477634700","Cargo ship","Japan","1541275094","41.628517","143.006917","12.0","1541275094","41.628517","143.006917","12.0"
"229604000","Cargo ship","Japan","1541275880","41.596307","143.061233","13.6","1541275880","41.596307","143.061233","13.6"
"374553000","Cargo ship","Japan","1541290398","41.636082","143.00458","6.7","1541290398","41.636082","143.00458","6.7"
"256709000","Cargo ship","Japan","1541317480","41.63635","143.026217","6.8","1541317480","41.63635","143.026217","6.8"
"248925000","Cargo ship","Japan","1541329918","41.62292","143.007895","9.9","1541329918","41.62292","143.007895","9.9"
"431001258","Cargo ship","Japan","1541340417","41.596067","142.91375","4.5","1541340417","41.596067","142.91375","4.5"
"477598800","Cargo ship","Japan","1541351638","41.629682","142.935752","14.4","1541351638","41.629682","142.935752","14.4"
"371600000","Ship","Newfoundland","1541365884","46.284707","-53.401277","6.9","1541365884","46.284707","-53.401277","6.9"
"374700000","Cargo ship","Japan","1541385444","41.63317","143.077113","6.2","1541385444","41.63317","143.077113","6.2"
"566951000","Cargo ship","Japan","1541427004","41.628907","142.92532","14.6","1541427004","41.628907","142.92532","14.6"
"355281000","Cargo ship","Newfoundland","1541442600","46.238235","-53.327398","11.9","1541442600","46.238235","-53.327398","11.9"
"257160000","Cargo ship","Japan","1541487985","41.621987","142.933773","12.5","1541487985","41.621987","142.933773","12.5"
"477883900","Cargo ship","Japan","1541489098","41.606633","142.936667","13.9","1541489098","41.606633","142.936667","13.9"
"431004914","Tanker","Japan","1541517867","41.617732","142.977923","4.5","1541517867","41.617732","142.977923","4.5"
"232006508","Cargo ship","Japan","1541528442","41.597142","143.064635","12.6","1541528442","41.597142","143.064635","12.6"
"374384000","Cargo ship","Japan","1541567239","41.610855","143.029025","6.4","1541567239","41.610855","143.029025","6.4"
"538005269","Tanker","Japan","1541590185","41.614298","143.015337","12.0","1541590185","41.614298","143.015337","12.0"
"431009084","Cargo ship","Japan","1541595409","41.590838","142.931915","4.5","1541595409","41.590838","142.931915","4.5"
"372405000","Tanker","Japan","1541599591","41.624183","143.009217","8.9","1541599591","41.624183","143.009217","8.9"
"636017000","Cargo ship","Japan","1541601296","41.614922","142.950688","13.1","1541601296","41.614922","142.950688","13.1"
"538007438","Cargo ship","Japan","1541607508","41.637282","143.02077","9.1","1541607508","41.637282","143.02077","9.1"
"538004392","Cargo ship","Newfoundland","1541610354","46.28461","-53.40702","9.1","1541610354","46.28461","-53.40702","9.1"
"566651000","Cargo ship","Japan","1541729051","41.592767","142.910617","9.1","1541729051","41.592767","142.910617","9.1"
"316035891","Tanker","Newfoundland","1541730282","46.25564","-53.43099","9.3","1541730282","46.25564","-53.43099","9.3"
"316035891","Tanker","Newfoundland","1541732402","46.25476","-53.271437","9.3","1541732402","46.25476","-53.271437","9.3"
"369751000","Cargo ship","Japan","1541767698","41.599478","143.047412","12.1","1541767698","41.599478","143.047412","12.1"
"351480000","Cargo ship","Japan","1541770011","41.638392","142.997515","11.4","1541770011","41.638392","142.997515","11.4"
"431101139","Cargo ship","Japan","1541771677","41.58955","143.004672","6.8","1541771677","41.58955","143.004672","6.8"
"477067200","Cargo ship","Japan","1541802562","41.606667","142.996667","7.1","1541802562","41.606667","142.996667","7.1"
"566853000","Cargo ship","Japan","1541809419","41.631455","142.944263","10.6","1541809419","41.631455","142.944263","10.6"
"355800000","Cargo ship","Japan","1541842926","41.639503","142.97326","12.7","1541842926","41.639503","142.97326","12.7"
"273413440","Cargo ship","Japan","1541885246","41.519425","142.914895","5.3","1541885246","41.519425","142.914895","5.3"
"538003784","Cargo ship","Newfoundland","1541892638","46.300798","-53.313963","16.4","1541892638","46.300798","-53.313963","16.4"
"636017472","Cargo ship","Japan","1541907796","41.639563","142.96841","10.7","1541907796","41.639563","142.96841","10.7"
"370686000","Tanker","Japan","1541916151","41.590183","142.913683","11.1","1541916151","41.590183","142.913683","11.1"
"431100948","Cargo ship","Japan","1541950564","41.54165","143.048417","6.8","1541950564","41.54165","143.048417","6.8"
"373407000","Cargo ship","Japan","1541950630","41.615647","143.00216","7.9","1541951334","41.585","142.958333","7.9"
"373407000","Cargo ship","Japan","1541951334","41.585","142.958333","7.9","1541951334","41.585","142.958333","7.9"
"477738500","Cargo ship","Japan","1541959856","41.63575","143.009167","12.8","1541959856","41.63575","143.009167","12.8"
"370377000","Cargo ship","Japan","1541978517","41.604235","143.065152","7.3","1541978517","41.604235","143.065152","7.3"
"248935000","Cargo ship","Japan","1541990378","41.633235","142.944005","9.3","1541990378","41.633235","142.944005","9.3"
"416467000","Cargo ship","Japan","1542002702","41.634608","143.033823","14.0","1542002702","41.634608","143.033823","14.0"
"538005986","Cargo ship","Japan","1542034371","41.596667","143.055","7.5","1542034371","41.596667","143.055","7.5"
"431004914","Tanker","Japan","1542037678","41.615","142.99","4.7","1542037678","41.615","142.99","4.7"
"431000592","Tanker","Japan","1542037778","41.618457","143.005077","5.2","1542037778","41.618457","143.005077","5.2"
"538006399","Tanker","Japan","1542072172","41.561788","142.974007","5.8","1542072172","41.561788","142.974007","5.8"
"257365000","Cargo ship","Japan","1542082929","41.62365","142.918917","10.1","1542082929","41.62365","142.918917","10.1"
"255805677","Cargo ship","Japan","1542111343","41.621303","142.959255","13.4","1542111343","41.621303","142.959255","13.4"
"316035893","Tanker","Newfoundland","1542150358","46.250733","-53.390567","9.3","1542150358","46.250733","-53.390567","9.3"
"431005919","Fishing vessel","Japan","1542155642","41.556667","143.081667","2.9","1542155642","41.556667","143.081667","2.9"
"431005919","Fishing vessel","Japan","1542158342","41.603333","143.03","2.9","1542158342","41.603333","143.03","2.9"
"273426880","Fishing vessel","Japan","1542158657","41.635633","143.006033","7.7","1542158657","41.635633","143.006033","7.7"
"210872000","Cargo ship","Japan","1542165781","41.633728","142.92658","13.7","1542165781","41.633728","142.92658","13.7"
"431005919","Fishing vessel","Japan","1542167155","41.6352","142.920848","2.9","1542167155","41.6352","142.920848","2.9"
"431006523","Cargo ship","Japan","1542172708","41.61841","143.08086","2.6","1542174589","41.531918","142.992505","2.6"
"431006523","Cargo ship","Japan","1542174589","41.531918","142.992505","2.6","1542174589","41.531918","142.992505","2.6"
"477105400","Cargo ship","Japan","1542174624","41.630267","142.93455","10.0","1542174624","41.630267","142.93455","10.0"
"431001010","Ship","Japan","1542200812","41.548552","143.048952","5.2","1542200812","41.548552","143.048952","5.2"
"636016411","Cargo ship","Japan","1542225657","41.526947","142.9441","8.5","1542225657","41.526947","142.9441","8.5"
"255805942","Cargo ship","Japan","1542260602","41.606757","142.941242","12.9","1542260602","41.606757","142.941242","12.9"
"255805942","Cargo ship","Japan","1542261042","41.607157","142.99602","12.9","1542261042","41.607157","142.99602","12.9"
"566366000","Tanker","Japan","1542263039","41.620667","143.055183","11.3","1542263039","41.620667","143.055183","11.3"
"563040800","Cargo ship","Japan","1542300503","41.63805","142.990332","11.4","1542300503","41.63805","142.990332","11.4"
"312400000","Cargo ship","Japan","1542300864","41.627567","143.080243","4.4","1542300864","41.627567","143.080243","4.4"
"538005189","Tanker","Japan","1542303362","41.631103","142.961388","8.5","1542303362","41.631103","142.961388","8.5"
"538007277","Tanker","Japan","1542326578","41.611033","143.023983","10.0","1542326578","41.611033","143.023983","10.0"
"431006799","Fishing vessel","Japan","1542340166","41.564165","142.92977",,"1542340166","41.564165","142.92977",
"316035891","Tanker","Newfoundland","1542344453","46.30534","-53.360563","15.5","1542344453","46.30534","-53.360563","15.5"
"354973000","Cargo ship","Japan","1542347828","41.628222","142.993783","11.6","1542347828","41.628222","142.993783","11.6"
"636015657","Cargo ship","Japan","1542350915","41.623898","143.057215","9.0","1542350915","41.623898","143.057215","9.0"
"316035893","Tanker","Newfoundland","1542358880","46.28723","-53.35516","9.3","1542358880","46.28723","-53.35516","9.3"
"316035893","Tanker","Newfoundland","1542359980","46.3041","-53.415317","9.3","1542359980","46.3041","-53.415317","9.3"
"249966000","Cargo ship","Japan","1542411596","41.6332","142.950783","13.8","1542411596","41.6332","142.950783","13.8"
"355685000","Cargo ship","Japan","1542411676","41.5286","143.070783","9.7","1542411676","41.5286","143.070783","9.7"
"316035893","Tanker","Newfoundland","1542441396","46.301327","-53.406607","9.3","1542441396","46.301327","-53.406607","9.3"
"316035893","Tanker","Newfoundland","1542443455","46.27561","-53.356363","9.3","1542443455","46.27561","-53.356363","9.3"
"316035893","Tanker","Newfoundland","1542444786","46.257437","-53.322217","9.3","1542444786","46.257437","-53.322217","9.3"
"412440489","Fishing vessel","Japan","1542446365","41.630007","142.91996",,"1542446365","41.630007","142.91996",
"273310720","Cargo ship","Japan","1542461441","41.625","142.985","5.8","1542461441","41.625","142.985","5.8"
"273310720","Cargo ship","Japan","1542462484","41.623728","143.064053","5.8","1542462484","41.623728","143.064053","5.8"
"563129000","Cargo ship","Japan","1542496154","41.530228","143.009132","9.5","1542496154","41.530228","143.009132","9.5"
"564071000","Cargo ship","Japan","1542506091","41.626622","142.945207","10.9","1542506091","41.626622","142.945207","10.9"
"431256000","Cargo ship","Japan","1542517150","41.633287","143.013762","6.9","1542517150","41.633287","143.013762","6.9"
"477454700","Cargo ship","Japan","1542546898","41.63471","143.041435","15.2","1542546898","41.63471","143.041435","15.2"
"355140000","Cargo ship","Japan","1542569661","41.57855","143.04983","7.5","1542569661","41.57855","143.04983","7.5"
"219840000","Cargo ship","Japan","1542580451","41.598963","143.053277","15.5","1542580451","41.598963","143.053277","15.5"
"538006470","Cargo ship","Newfoundland","1542624746","46.276082","-53.407088","10.9","1542624746","46.276082","-53.407088","10.9"
"636015994","Ship","Japan","1542639365","41.6368","142.950083","8.1","1542639365","41.6368","142.950083","8.1"
"273898000","Fishing vessel","Japan","1542643522","41.621767","143.018345","7.6","1542643522","41.621767","143.018345","7.6"
"370368000","Cargo ship","Japan","1542669109","41.630395","142.936278","6.7","1542669109","41.630395","142.936278","6.7"
"538007453","Cargo ship","Japan","1542681362","41.637145","142.986225","7.2","1542681362","41.637145","142.986225","7.2"
"354546000","Tanker","Japan","1542719256","41.630392","143.048575","11.7","1542719256","41.630392","143.048575","11.7"
"229004000","Tanker","Newfoundland","1542721821","46.313332","-53.306597","8.9","1542721821","46.313332","-53.306597","8.9"
"372665000","Cargo ship","Japan","1542736217","41.559852","143.075498","13.5","1542736217","41.559852","143.075498","13.5"
"477110400","Tanker","Japan","1542740357","41.588633","143.01695","11.4","1542740357","41.588633","143.01695","11.4"
"311000458","Cargo ship","Japan","1542808546","41.631667","142.998333","9.9","1542808546","41.631667","142.998333","9.9"
"636014644","Cargo ship","Japan","1542817893","41.612268","142.911797","12.3","1542817893","41.612268","142.911797","12.3"
"538004288","Cargo ship","Japan","1542835925","41.571507","143.049505","12.1","1542835925","41.571507","143.049505","12.1"
"538006294","Cargo ship","Japan","1542865312","41.62854","143.083535","12.0","1542865312","41.62854","143.083535","12.0"
"538006294","Cargo ship","Japan","1542868372","41.62057","143.069635","12.0","1542868372","41.62057","143.069635","12.0"
"538006294","Cargo ship","Japan","1542875753","41.604283","143.040353","12.0","1542880792","41.603358","143.030942","12.0"
"538006294","Cargo ship","Japan","1542880792","41.603358","143.030942","12.0","1542880792","41.603358","143.030942","12.0"
"538006294","Cargo ship","Japan","1542881333","41.603425","143.030092","12.0","1542881333","41.603425","143.030092","12.0"
"538006294","Cargo ship","Japan","1542885832","41.60503","143.02907","12.0","1542885832","41.60503","143.02907","12.0"
"232006508","Cargo ship","Japan","1542890838","41.615","142.998333","13.7","1542890838","41.615","142.998333","13.7"
"351674000","Cargo ship","Japan","1542892060","41.640017","142.993752","6.8","1542892060","41.640017","142.993752","6.8"
"565101000","Cargo ship","Japan","1542932597","41.626437","143.085272","11.7","1542932597","41.626437","143.085272","11.7"
"565101000","Cargo ship","Japan","1542934173","41.628333","142.995","11.7","1542934173","41.628333","142.995","11.7"
"371475000","Cargo ship","Japan","1542961363","41.5908","143.07202","12.5","1542961363","41.5908","143.07202","12.5"
"273345620","Fishing vessel","Japan","1542962277","41.631587","142.98114","4.5","1542962277","41.631587","142.98114","4.5"
"566853000","Cargo ship","Japan","1542962907","41.61998","143.082007","13.7","1542962907","41.61998","143.082007","13.7"
"416004775","Cargo ship","Japan","1542970227","41.553333","143.048333","5.0","1542970227","41.553333","143.048333","5.0"
"416004775","Cargo ship","Japan","1542971553","41.555753","143.0048","5.0","1542971553","41.555753","143.0048","5.0"
"416004775","Cargo ship","Japan","1542973651","41.56","142.941667","5.0","1542973651","41.56","142.941667","5.0"
"566673000","Cargo ship","Japan","1543033055","41.633078","143.047008","10.6","1543033055","41.633078","143.047008","10.6"
"219228000","Cargo ship","Japan","1543070260","41.62012","143.057037","14.0","1543070260","41.62012","143.057037","14.0"
"431009991","Cargo ship","Japan","1543071726","41.608333","142.975","4.0","1543071726","41.608333","142.975","4.0"
"419652000","Cargo ship","Japan","1543073649","41.576933","142.980817","12.3","1543073649","41.576933","142.980817","12.3"
"636018097","Cargo ship","Japan","1543082097","41.626732","142.969147","10.5","1543082097","41.626732","142.969147","10.5"
"477478700","Cargo ship","Japan","1543088466","41.625","143.078333","12.6","1543088466","41.625","143.078333","12.6"
