,MMSI,type,zone,entryTime,entryLatitude,entryLongitude,entryDraft,leaveTime,leaveLatitude,leaveLongitude,leaveDraft,distance,actTimeInZone,avg_speed,Temperature [2 m elevation corrected] (°C),Relative Humidity [2 m] (%),Mean Sea Level Pressure [MSL] (hPa),Precipitation Total (mm),Snowfall Amount (cm),Cloud Cover Total (%),Cloud Cover High [high cld lay] (%),Cloud Cover Medium [mid cld lay] (%),Cloud Cover Low [low cld lay] (%),Wind Speed [10 m] (km/h),Wind Direction [10 m] (°),Wind Speed [80 m] (km/h),Wind Direction [80 m] (°),Wind Speed [900 mb] (km/h),Wind Direction [900 mb] (°),Wind Speed [850 mb] (km/h),Wind Direction [850 mb] (°),Geopotential Height [1000 mb] (Gpm),Geopotential Height [850 mb] (Gpm),Temperature [1000 mb] (°C),Temperature [850 mb] (°C),x coord Wind Direction [10 m] (°),y coord Wind Direction [10 m] (°),tan Wind Direction [10 m] (°),x coord Wind Direction [850 mb] (°),y coord Wind Direction [850 mb] (°),tan Wind Direction [850 mb] (°),x coord Wind Direction [900 mb] (°),y coord Wind Direction [900 mb] (°),tan Wind Direction [900 mb] (°),x coord Wind Direction [80 m] (°),y coord Wind Direction [80 m] (°),tan Wind Direction [80 m] (°),subLatitude,subLongitude,cos between move and: Wind Direction [10 m] (°),tan between move and: Wind Direction [10 m] (°),cos between move and: Wind Direction [850 mb] (°),tan between move and: Wind Direction [850 mb] (°),cos between move and: Wind Direction [900 mb] (°),tan between move and: Wind Direction [900 mb] (°),cos between move and: Wind Direction [80 m] (°),tan between move and: Wind Direction [80 m] (°)
12,235108541,Tanker,Newfoundland,1516738291,46.28794,-53.373013,16.9,1516738732,46.28567,-53.335846999999994,16.9,2.86701028332577,441,23.40416557816955,-1.3186416666666667,84.98722222222221,1000.7,0.27468055555555554,0.19227639635694443,100.0,0.0,0.0,100.0,40.016703093749996,20.500075994444472,60.213205522222225,20.706244430555557,65.47878117638889,20.649663365277775,72.58774482986112,19.795249247222216,5.7468055555555555,1258.2404166666665,-3.0047041666666665,-15.851022222222225,0.9366717247488687,0.3502086236173798,0.3738861912494202,0.9409088526074016,0.3386599047496219,0.359928492341361,0.9357542115797535,0.35265288246483106,0.37686486269666636,0.9354055015099082,0.3535767918642245,0.377993064284409,-0.0022699999999957754,0.03716600000000625,0.9135794769998653,0.44512846006842094,0.9185127766334872,0.4304690243307881,0.9125146593000838,0.4482601994845986,0.9121102728796506,0.4494466816643125
13,245299000,Cargo ship,Newfoundland,1576317021,46.267608,-53.347305000000006,8.6,1576318140,46.265938,-53.264485,8.6,6.369016665007836,1119,20.49013404292065,7.0573527144772115,88.02535969615728,1006.2099469392315,0.5805110589812333,0.0,100.0,0.0,4.160969615728331,100.0,16.75099314915103,-9.888214088762254,21.87481046517203,-16.243590183556762,43.21107595375559,27.719499979725185,46.494804447534634,25.69141049021451,50.0940527256479,1355.2351318141198,6.205759729669348,-3.830661461126005,0.9851446716369379,-0.17172645674254688,-0.17431597783217206,0.9011420232962449,0.43352399454880236,0.48108287411016015,0.8852353706722605,0.46514335264598317,0.5254459639279286,0.9600811535219193,-0.27972160919746775,-0.29135204682578064,-0.0016700000000042792,0.08282000000000522,0.9884064798820539,0.15361182927261982,0.8922189861151806,0.5061571424005527,0.8756781164449031,0.55145293154066,0.9655252500957271,0.2696039433073263
14,249557000,Tanker,Newfoundland,1545642837,46.225683000000004,-53.35928199999999,9.3,1545643826,46.259977,-53.290690000000005,9.3,6.508927639676558,989,23.69275986131002,0.5702736111111111,83.89041666666667,1017.8479444444445,0.0,0.0,100.0,0.0,0.0,100.0,38.28370361263889,-8.550746713888827,57.657471372916675,-8.29102139722221,66.50258591944444,-9.661286597222215,70.23058363958333,-11.42548490138887,140.10958333333332,1398.4794444444444,-2.475616666666667,-14.421233333333333,0.9888845610697935,-0.1486853216622336,-0.1503566012815319,0.9801831605712936,-0.19809334095943143,-0.20209829032767096,0.9858170883622375,-0.16782332463933736,-0.17023779220356836,0.9895483984279895,-0.14420113442203242,-0.14572418554879416,0.034293999999995606,0.06859199999998822,0.8180045608430773,0.7031889076266798,0.7881267937628783,0.7809821042907288,0.8067025220213583,0.7325596683150835,0.8206036178917958,0.6964358413475381
15,310750000,Cargo ship,Newfoundland,1513435449,46.26575,-53.327167,9.8,1513435883,46.26865,-53.38075,9.8,4.131455211610765,434,34.270135395849664,1.4434,72.0,1008.6611666666668,0.0,0.0,100.0,0.0,100.0,100.0,21.05030766166667,-23.264234522222182,30.009223172777777,-22.880032261111126,29.668978268333333,-13.898417033333317,32.61513599,-2.705496533333303,69.40777777777778,1338.8155555555554,-0.1527166666666667,-12.416694444444445,0.9186931119155034,-0.39497210802664084,-0.42992823490655313,0.9988853513210659,-0.047202276599659795,-0.04725494926643272,0.9707231182233343,-0.2402012234497701,-0.24744566080737657,0.9213209604034811,-0.3888028908344268,-0.4220059105831646,0.0029000000000038995,-0.05358299999999616,-0.9386958650844739,-0.36726100756707275,-0.9999765452130033,-0.006849176915963069,-0.9822856229840353,-0.19076920494001767,-0.9409864730849045,-0.3596695399437381
16,311058500,Cargo ship,Newfoundland,1524770009,46.297488,-53.307193000000005,8.0,1524770949,46.300667,-53.38449,8.0,5.9487696069969225,940,22.78252189913715,9.524869444444445,81.0,1005.777638888889,0.0,0.0,100.0,86.7763888888889,100.0,0.0,33.463018229444444,25.034609977777762,59.77666003583333,24.510334572222234,95.3970584222222,10.673334058333353,100.89275848888889,13.78614958055556,47.77638888888889,1402.2894444444448,9.790658333333333,8.707888888888888,0.9060523357326467,0.42316564713291094,0.4670432716127079,0.971191913520516,0.2382986930563372,0.2453672541326233,0.9826991009383446,0.18520927896563177,0.1884699790493163,0.9098864568955563,0.41485736772781456,0.45594410663421386,0.003178999999995824,-0.0772969999999944,-0.887898173211064,-0.5181225157382556,-0.9605793474046057,-0.2894148902175607,-0.9742583837446269,-0.23139061994147242,-0.8920704625651099,-0.5065702154358811
17,311058500,Cargo ship,Newfoundland,1577913738,46.198333,-53.415,9.1,1577914618,46.1967,-53.365813,9.1,3.7900929817781974,880,15.504925834547171,-0.016038888888888887,89.49388888888889,1015.2975555555556,0.0,0.0,100.0,0.0,0.0,100.0,44.937123451111106,-5.099655377777765,68.10620711666667,-4.851543555555622,78.21843716111111,-4.876989805555581,76.8467042,-5.484862344444423,119.48166666666665,1371.9755555555557,-3.5362833333333334,-15.847138888888889,0.9960416000734983,-0.0888883058845499,-0.08924155966777975,0.9954214862590771,-0.09558276358094057,-0.09602240347468587,0.9963795195904579,-0.08501678034769512,-0.08532570037433083,0.9964171790489227,-0.0845742590637793,-0.08487836304117637,-0.0016329999999982192,0.04918699999999632,0.9984425721828446,0.0558761802441064,0.9980449323053661,0.06262293687540788,0.9986518424130878,0.05197862616756104,0.9986747975930544,0.051533315657656585
18,316004233,Fishing vessel,Newfoundland,1564742121,46.294303,-53.363797999999996,2.5,1564745491,46.195527,-53.263348,2.5,13.427736592909763,3370,14.344169654146928,19.272732967771187,96.0,1009.931904059512,0.0,0.0,100.0,0.0,0.0,100.0,17.32262398801595,13.487478571376528,36.178838642920084,7.948168994186062,38.80821888960991,-8.694852153676663,39.88453328567066,-4.248970674413101,85.17166666666667,1502.4091923013518,20.147060169798877,19.516498651088032,0.9724209143635331,0.23323285640833324,0.23984763487012034,0.9972515163065179,-0.07409057446363092,-0.07429477243417722,0.988507473129786,-0.15117200655731633,-0.15292955356086438,0.9903935625442575,0.13827722614694715,0.13961846217146426,-0.09877600000000086,0.10044999999999504,0.5298295495700193,1.6007113045888584,0.7630112624104844,0.8471502604505751,0.8108214756854333,0.721852544846264,0.6092217058203943,1.3016606888231523
19,316004233,Fishing vessel,Newfoundland,1565437873,46.282742,-53.34833199999999,2.5,1565440684,46.224005,-53.289365000000004,2.5,7.950669627272305,2811,10.18228767633593,17.948197987074586,91.90394368354481,1012.8054889323687,0.29588330072334873,0.0,100.0,0.0,0.0,100.0,27.52033203305976,211.1083202674658,42.04751487997436,210.97124589428108,25.395699353029663,128.3677145300951,3.3264854585815944,26.009122178255097,108.0411669927665,1484.917666014467,16.57775657535871,13.310872146132258,-0.8561920666363672,-0.5166576671539354,0.603436643817169,0.8987242409409617,0.438514240071052,0.48792968976994416,-0.6207060800254764,0.7840433420541283,-1.263147514234028,-0.8574256665738071,-0.5146078373873278,0.600177785024389,-0.058737000000000705,0.058966999999988445,-0.24198351513586291,-4.009696115774932,0.3272646834268088,2.887365359434709,-0.9930802590903771,-0.11825593925243469,-0.244304118309574,-3.969227658125239
20,316010040,Fishing vessel,Newfoundland,1555182830,46.259267,-53.386419999999994,UNK,1555184567,46.313134999999996,-53.41896800000001,UNK,6.491035763044592,1737,13.452923861232316,8.788308333333333,83.0,1020.5,0.0,0.0,100.0,100.0,100.0,0.0,13.007504268472221,26.804836193055564,21.01755369263889,25.87211699027779,28.981572655,29.49753412222225,31.29185859263889,34.37855700416668,166.4718055555555,1487.0,7.747744444444446,-1.049436111111111,0.8925477578300556,0.45095288001357786,0.5052422977454176,0.8253248798866419,0.5646581644146306,0.6841647188585737,0.8703768879044824,0.4923861015521335,0.5657159655716516,0.8997702421585925,0.4363639665759168,0.4849726587190286,0.053867999999994254,-0.03254800000001268,-0.07561011773561696,-13.1878839477705,0.056473956652875225,17.679017582470873,-0.028681967514304053,-34.85076772509486,-0.09183180413243422,-10.843460411073043
21,316030648,Tanker,Newfoundland,1520679588,46.290107,-53.30966,9.3,1520679990,46.290363,-53.341618000000004,9.3,2.455700054361949,402,21.991343770405514,0.2214396766169154,78.94735074626864,1023.8633606965174,0.0,0.0,14.732512437810946,0.0,0.0,14.732512437810946,3.1701827943582086,212.03258379256218,4.645663752006219,215.6847847553358,14.946904693190298,-7.887843656591997,18.15795852003731,-42.595364906716384,187.0014552238806,1450.5795024875622,-2.528612064676617,-10.275266417910448,-0.8477465968862133,-0.5304014587723568,0.6256603809682395,0.7361518423788074,-0.6768164189514668,-0.9193978470044936,0.9905386023083579,-0.13723438831796086,-0.13854521974019884,-0.8122384611934469,-0.5833255370357975,0.7181702971547289,0.000256000000000256,-0.03195800000000304,0.8434707470604476,0.6368627624827832,-0.7415496980207585,-0.9047241761340978,-0.9916061059255101,-0.13038999672399804,0.8075398151039134,0.7303826387870067
22,316030648,Tanker,Newfoundland,1522214957,46.281937,-53.331885,9.5,1522215317,46.28163,-53.318192,9.5,1.052835615898182,360,10.528356158981818,6.942991666666666,85.84777777777778,1011.9695555555556,0.0,0.0,28.55252831583334,84.3963888888889,28.391111111111115,0.0,20.161379686944443,84.28768621111112,45.20738535416666,68.67685068055556,75.02425130555555,25.589520197222214,70.60286730555555,21.203947116666626,99.77166666666668,1448.8477777777778,13.167822222222222,7.198266666666667,0.09953360096984638,0.9950342015619239,9.996967776373012,0.9322988866208204,0.3616887971800879,0.38795369421822773,0.9019115428547365,0.4319207900360768,0.4788948466819243,0.3636276337384855,0.9315443864796512,2.5618085647187128,-0.0003069999999993911,0.013692999999996402,0.07720531872123615,12.913815154490381,0.9239575542688442,0.4139746626623236,0.8920036242121031,0.5067560633805009,0.34265609861321195,2.7417019922519463
23,316030648,Tanker,Newfoundland,1524769953,46.282983,-53.385167,14.2,1524770953,46.282959999999996,-53.434803,14.2,3.8143540607012225,1000,13.731674618524401,9.524363888888889,81.0,1005.7740277777777,0.0,0.0,100.0,86.74027777777778,100.0,0.0,33.447109883888885,25.12094095555554,59.74713883416666,24.597125894444446,95.46699784444444,10.643834241666696,100.89558497777779,13.739881786111084,47.74027777777778,1402.303888888889,9.790441666666666,8.710777777777778,0.9054136984678977,0.4245303694986765,0.46887999399285496,0.9713840290795391,0.23751435335406804,0.24451128106268238,0.9827943291854819,0.1847032932052339,0.18793687317906269,0.9092569896320591,0.41623518208489463,0.4577750700088968,-2.300000000587943e-05,-0.04963599999999957,-0.9056103173068601,-0.4683148715028817,-0.9714939826059692,-0.2440202602057622,-0.9828798102512694,-0.18745717512404034,-0.9094497642899799,-0.4572147119133116
24,316035891,Tanker,Newfoundland,1521400812,46.261427000000005,-53.331453,9.5,1521401431,46.262263,-53.36468000000001,9.5,2.5560542942541695,619,14.865582325226187,5.433509722222222,80.11319444444445,1014.2154722222222,0.0,0.0,4.094708333333333,12.38111111111111,0.0,2.5358333333333336,30.04368581638889,35.88846980138888,49.22140182097222,34.69425195972221,63.5169411975,9.922801333333325,59.82809436916666,10.783528945833325,115.15472222222223,1417.154722222222,4.465056944444444,-3.675472222222222,0.8101596255742037,0.5862093321412293,0.723572631412916,0.982341077418893,0.18709892467753106,0.19046228339461746,0.985040827530852,0.1723211191274426,0.17493804755219186,0.8222011482837513,0.5691970412439622,0.6922844153551652,0.0008359999999925094,-0.03322700000000367,-0.7951588022936759,-0.7626165375197327,-0.9773243264557704,-0.21666080069197205,-0.9803949182677919,-0.20098293254529823,-0.8076244137031022,-0.7301626917816538
25,316035891,Tanker,Newfoundland,1537729111,46.26097,-53.334067000000005,9.3,1537731640,46.263687,-53.42479,9.3,6.980912318794509,2529,9.937241734938803,18.413478144633366,91.0,1017.8999564990553,0.0,0.0,90.01215148719301,0.0,90.01215148719301,11.77066034005536,6.295134760042809,44.964103169511446,11.32739307778382,33.35991392965488,28.444657237514278,47.607448391582096,29.770684628357493,37.5515517028162,151.32696278722378,1524.3269627872237,18.082235744255527,9.799891247638504,0.7075496574227893,0.7066636273934676,0.9987477486279209,0.7928052879992015,0.6094749997501976,0.7687574855716799,0.6742063834620946,0.7385429929929355,1.0954256902767192,0.835232793901658,0.5498965175296442,0.6583751518674087,0.002716999999996972,-0.090722999999997,-0.6860786768153105,-1.0604138817988598,-0.7742054303493034,-0.8175277164832242,-0.651796040534978,-1.163545430823478,-0.8183973972935105,-0.7021682616548439
26,316035891,Tanker,Newfoundland,1541730282,46.25564,-53.43099,9.3,1541732402,46.25476,-53.271437,9.3,12.267692915614957,2120,20.831931366138605,13.41007771750524,78.70611163522013,1024.3057223008386,5.241090146750524e-08,0.0,100.0,92.93889412997902,29.38891588050314,100.0,32.77925534622799,169.15369377586114,50.439783603124475,168.22779975817923,37.16434987366379,144.47093461085694,40.50757754049162,103.77538406795335,199.46944496855346,1540.1755558176103,10.907749939727461,6.800077869496856,-0.9821354890965095,0.1881751340033002,-0.19159793744588854,-0.23811620806663306,0.9712366711857455,-4.078834780175738,-0.8138208307080956,0.5811158709806377,-0.7140587326512836,-0.9789664944716238,0.20402108396423196,-0.2084045624813217,-0.0008800000000022123,0.1595530000000025,-0.983158398268451,-0.18588609532840156,-0.24346927211947722,-3.983700293983767,-0.8170134956512911,-0.7057637962622197,-0.980076847403032,-0.2026562133938685
